SPECTRA_factor,mean,std,dip_statistic,dip_p_value,skewness,kurtosis,cell_type,ANOVA statistic (Batch Effect),ANOVA Pval (Batch Effect),Kruskal-Wallis statistic (Batch Effect),Kruskal-Wallis Pval (Batch Effect),Proportion of Variance (Batch Effect),significant_batch_effect
39-X-global-X-all_hypoxia-response,0.0002489175756522,0.0007219929281172,0.0205444952386958,0.0,8.157601459720311,140.9542898816836,global,3.5854117259393226,0.055327205278649455,25.364090508374943,0.11407459787495611,0.3355426836043737,False
40-X-global-X-all_biotin_metabolism,0.0003533807499771,0.0005232979806563,0.1049673340374203,0.0,4.181075668311473,36.019808224362386,global,2.5527747193367674,0.15026195432331,16.01146047605056,0.2319436102691401,0.26446019860206227,False
41-X-global-X-all_autophagy-of-mitochondria,0.0004055114839867,0.0005869181059233,0.0678188694285954,0.0,3.845328202869617,30.32591938615269,global,2.0459171019794007,0.23271282712886812,16.171025565677326,0.22872571607839443,0.22369731533392254,False
42-X-global-X-all_urea-cycle,0.000375249153243,0.000600830619846,0.0398094108631134,0.0,4.420700252993734,42.41317558761207,global,3.1958440521141704,0.0799048669491653,24.064354980899225,0.11407459787495611,0.3104013654381186,False
43-X-global-X-all_pyrimidine_metabolism,0.0004781038696131,0.0010235600551037,0.0639590148731547,0.0,5.372501147823722,52.91747097650339,global,3.0280013141319246,0.09388151136490554,18.983029679694425,0.16058178417634608,0.2989732347197524,False
44-X-global-X-all_actin-cytoskeleton_regulation,0.000629039731251,0.0010254081813485,0.0115111053375047,0.0,5.172913436948424,55.104267964874914,global,2.6019161867406675,0.14691870909337162,20.444607699089033,0.14565733766496497,0.268185803367033,False
45-X-global-X-all_nucleotide_metabolism,0.00087763194972,0.0014008701730332,0.0336076113154686,0.0,5.9366658969850645,83.42290311786066,global,2.2895446088094396,0.187693930883742,18.47832794593006,0.1667326982912594,0.24383979247101586,False
46-X-global-X-all_LYS_metabolism,0.0005875619205463,0.0007723330785021,0.0343388747080768,0.0,3.638975733936973,27.59935967279858,global,2.426384548523779,0.1657695630526722,19.65251248898028,0.1538099759882128,0.2547015120127367,False
47-X-global-X-all_type-I-ifn-response,0.0008330537071825,0.0022692205693805,0.0096309691314089,0.0,8.244558027524649,132.20829701746325,global,1.5832691791616076,0.3679821004051622,25.611813106082877,0.11407459787495611,0.18233560960671225,False
48-X-global-X-48,0.0018598354697645,0.0029189467922762,0.0068736035980468,0.0,4.487179662888824,44.22149165955803,global,1.0791736295179803,0.5758973182222161,13.167719659124316,0.3534309878488382,0.13194164574564468,False
49-X-global-X-all_galactose_metabolism,0.0002925691723362,0.000561651056128,0.0725683231023104,0.0,4.604192984961101,42.57697893334278,global,1.2557187291393475,0.4867162910460134,12.319791360564182,0.40353165900649957,0.15028255136930496,False
50-X-global-X-all_citric-acid-cycle,0.0003549788922325,0.0012702849082094,0.0521679784643227,0.0,11.18419225653795,243.31567246943908,global,1.2360870034212104,0.493176989809855,9.525051425213064,0.5993875334663534,0.14828144222989856,False
51-X-global-X-all_ubiquinone_synthesis,0.0001215801841298,0.0003322023486663,0.0755588611295326,0.0,10.48108684195635,244.6111797028253,global,3.9244131101274844,0.045564253237488146,25.41257713781954,0.11407459787495611,0.3559747871315123,True
52-X-global-X-all_hedgehog_signaling,0.0003495291791768,0.0006914927313857,0.0752228630019277,0.0,4.850571780196951,46.23481216922576,global,1.161431497764066,0.5381508589004723,9.480678812812243,0.6015984555465848,0.14058477614665257,False
53-X-global-X-all_autophagy-of-mitochondria_regulation_positive,0.0005751512035565,0.0009586129402619,0.0436061449748879,0.0,6.508994432673028,92.47963080670684,global,2.1610738481391323,0.21658198332720213,15.074566558918605,0.26714876153633343,0.233350244645049,False
54-X-global-X-all_macroautophagy,0.0003337662719604,0.0004826901760388,0.0419080441982898,0.0,3.976928445964796,33.5102773437133,global,2.9190428695206885,0.10104432031544719,21.589186012341997,0.13467148376350505,0.29134947395033306,False
55-X-global-X-all_lipophagy,0.0001413305106766,0.0005214556048416,0.0569468700345461,0.0,9.681736365208224,155.4335346740138,global,1.9432242221845304,0.2538472692527695,11.061196003526334,0.48711471942844,0.21488179154260917,False
56-X-global-X-all_steroid_metabolism,7.495792016579704e-05,0.0003194365127644,0.0356865197960155,0.0,12.256237445722824,309.1745315120646,global,1.3642765119786957,0.44764048740798174,7.203203056126938,0.7686314508029879,0.16118052264100344,False
57-X-global-X-all_unfolded-protein-response,0.0007365715422807,0.0013460919660246,0.0464310962527441,0.0,5.9278629528837055,66.49583829240302,global,2.4296483918756087,0.1657695630526722,19.550029385836012,0.1538656071981694,0.2549567719567678,False
58-X-global-X-all_thiamin_metabolism,0.0002429065342595,0.0004914225874872,0.0953498295602796,0.0,6.36851613687925,88.44943996515266,global,2.774292827266926,0.11748115613919853,18.514178665883037,0.1663604482242669,0.2809611661106483,False
59-X-global-X-all_GLU_metabolism,0.0001133424648509,0.000254628771281,0.0742787920588862,0.0,7.098592821657593,113.48358711020607,global,1.5737212713214075,0.3697482226765653,15.577064354980905,0.2455997209011562,0.18143553638560225,False
60-X-global-X-all_Beta-Ala_metabolism,0.0002533425011045,0.0006131949302035,0.0340593001569819,0.0,6.611840310420899,92.92986131314628,global,2.076806120228681,0.2253444117342907,17.105495151337095,0.19860195893233315,0.22631034076776685,False
61-X-global-X-all_hyaluronan_metabolism,0.0001413900364947,0.0005702793194466,0.0260281597121072,0.0,14.988783995454506,481.72887405382113,global,1.450103351898262,0.4120746090034622,10.872098148692373,0.49999879195112573,0.16960068109309057,False
62-X-global-X-62,0.0059833460178772,0.0079353108414869,0.0041094612284267,0.0,4.261576534354429,51.87867922764468,global,1.0443672663344243,0.5936088228063803,9.763297090802268,0.5818550197956018,0.1282318481205315,False
63-X-global-X-all_exocytosis,0.0001291916835727,0.0002145453611777,0.0624106959728197,0.0,3.2196427996438466,18.75438369254265,global,2.6322661176831508,0.13806286240639493,19.909565089626767,0.15045564928775595,0.2704679553408867,False
64-X-global-X-all_CYS_metabolism,0.000397325371165,0.0008208944986584,0.0740874011835548,0.0,7.950804913762917,134.36771194467192,global,1.6250975625412867,0.3554933461187986,14.459814869233014,0.29227653943730997,0.1862555175907922,False
65-X-global-X-all_DNA-methylation,0.0011714012505197,0.0014888162956832,0.0114563235678033,0.0,3.217447402558177,24.503059282315444,global,2.310705548608652,0.18767786084097338,20.70496620628859,0.14368803546219625,0.24554009650745942,False
66-X-global-X-all_platelet-activation-factor_production,0.0001842562928942,0.0005989790924919,0.0310712654459275,0.0,6.8655314412567,82.90406541151485,global,2.5208692106995687,0.15478168185066524,22.56508962679993,0.124799360015226,0.2620209417145031,False
67-X-global-X-all_pyroptosis,0.0006136041324014,0.0022526310878099,0.0998933325957995,0.0,11.782061285076011,249.7926432764523,global,0.9654299653246831,0.6412305774887599,9.285483397002679,0.619185831601053,0.11969975183906002,False
68-X-global-X-all_ARG-PRO_metabolism,8.594132362824345e-05,0.0001633544824944,0.0700183650377746,0.0,3.6807306611654873,25.61864393923161,global,2.032372658949591,0.23271282712886812,15.072362621216541,0.26714876153633343,0.22254596202421675,False
69-X-global-X-all_pentose-phosphate-pathway,0.002296391782731,0.0041294589244912,0.0225419704622892,0.0,9.173758109070745,191.0479668465905,global,3.674796435534141,0.055327205278649455,28.207978254481304,0.11407459787495611,0.3410548363971917,False
70-X-global-X-all_glyoxylate-dicarboxylate_metabolism,0.0007115030722139,0.0011463318270341,0.0305081186920928,0.0,5.061521610940317,49.00590367818194,global,1.8444857013330673,0.2805765070361984,11.503012048192772,0.4551893778771891,0.20621484151494243,False
71-X-global-X-all_NOTCH_signaling,0.0002018863865469,0.0005325199272589,0.0716256386551813,0.0,7.130573549802623,94.31215415428788,global,1.459618384802636,0.4082598346644071,21.688803996473723,0.13308464387292296,0.1705237686056364,False
72-X-global-X-all_protein-degradation-proteasome,0.0027818792029265,0.0049572298185497,0.0436127841778204,0.0,5.285054163182975,55.36767574172472,global,1.6133676819364708,0.3601900617479366,17.756685277696135,0.17969664826780896,0.1851600599021105,False
73-X-global-X-all_mTORC1_signaling,0.0002889501540928,0.0008659918057957,0.0726032844600636,0.0,16.820860756161448,801.4555828801882,global,1.6845058238665753,0.3345795405420625,10.608433734939752,0.5204979255074762,0.19175874632468803,False
74-X-global-X-all_glycerophospholipid_metabolism,0.0001467683273021,0.0004992749767202,0.0385846808141664,0.0,33.24071316094484,2251.149703712276,global,3.5900599189405504,0.055327205278649455,28.04760505436377,0.11407459787495611,0.335831599276606,False
75-X-global-X-all_JAK-STAT_signaling,0.0001233463062372,0.0002665522992627,0.0316585148964928,0.0,5.5434930971802565,63.19894394684228,global,2.145730946905816,0.2178179713764241,21.143035556861605,0.13838119870895896,0.23207802165429747,False
76-X-global-X-all_DNA-repair,0.00042397848276,0.0005912863110391,0.0218850853927445,0.0,3.462480005962828,26.03176600433835,global,2.4823373753238265,0.15726981646946603,16.989714957390504,0.20162815679061685,0.2590534311300992,False
77-X-global-X-all_glutathione_metabolism,0.0004042698326634,0.0006473727734316,0.0312774306712258,0.0,5.018262165417728,54.44042188170812,global,1.9117447008495945,0.2608623134147863,13.723111960035283,0.3235337782015539,0.21213924321106903,False
78-X-global-X-all_cholesterol-homeostasis,0.001301734119461,0.0028136256783716,0.0605215398436889,0.0,6.958270853243523,85.86867622523509,global,2.5610156886743054,0.15026195432331,14.526153394064067,0.2886890642377046,0.2650876234138205,False
79-X-global-X-all_peroxisome-component,0.000581520562712,0.0008533844380417,0.070076973504996,0.0,4.020760476092948,31.464051902430874,global,2.8086119114224664,0.11252747582770667,19.505362915074898,0.15443274298800938,0.28345160114553986,False
80-X-global-X-all_MET_metabolism,0.0003046411336889,0.000429004160411,0.0683400994878277,0.0,3.8085846684741176,33.149916369371425,global,2.1271036301243593,0.21974863208094267,17.69945636203346,0.1804925505373287,0.2305277707275182,False
81-X-global-X-all_nucleophagy-late,0.0001563691258145,0.0003867388014233,0.0263216330897336,0.0,8.626199460641216,256.1069918675648,global,1.7577106086877277,0.31019245757059505,15.541801351748461,0.24662824456780613,0.19843847765400555,False
82-X-global-X-all_pyrimidine_synthesis,0.0007429195170326,0.0012195400750309,0.065957495521023,0.0,4.887469623111829,46.30207396908454,global,2.3938734329340394,0.17117984450580712,12.32978254481344,0.4034446051308798,0.25214928868018666,False
83-X-global-X-83,0.0007013648453119,0.0012692066311175,0.0509731124023329,0.0,7.791943758405742,153.11479192346297,global,2.2508865440034014,0.19366228446836506,20.323244196297424,0.14585947382124523,0.24071370488896207,False
84-X-global-X-all_MYC_targets,0.0011832868349353,0.0021767141921945,0.0144152104926043,0.0,6.489201005667884,83.17254619531852,global,1.7614971945314366,0.31004089881252705,11.58059065530415,0.4493636474757604,0.19878099105176977,False
85-X-global-X-all_mitophagy,0.0007305681287286,0.0011522501059668,0.0777152504829862,0.0,5.0651650644212936,53.01622809302444,global,2.583628288773658,0.1470173455774252,22.655598001763167,0.12400567084015329,0.2668037446014825,False
86-X-global-X-all_autophagy_regulation_positive,0.0004228454384918,0.0005747821137393,0.0875462822079168,0.0,5.619338013373961,80.13642111980181,global,2.688723307426202,0.12842529239285347,18.898986188657034,0.16187113786658114,0.2746755856697272,False
87-X-global-X-all_sphingolipid_metabolism,9.007817609656344e-05,0.0002101204681185,0.0686616348390234,0.0,5.129276975873664,49.98092994905719,global,1.3723639762989923,0.4443979396398273,13.038054657654982,0.36230457417556977,0.1619812345336096,False
88-X-global-X-all_porphyrine-heme_metabolism,0.0005838325916128,0.0012795460989796,0.0638664190509631,0.0,7.808938338864832,128.3546780278925,global,1.120905233300201,0.553346035724409,11.84836908610049,0.4334158366588823,0.1363481516317425,False
89-X-global-X-all_triacylglycerol_synthesis,9.6621677167273e-05,0.0001773641779583,0.0447396534929477,0.0,5.016229343217745,106.35612491422864,global,2.9038426914534865,0.10104432031544719,22.643549808992077,0.12400567084015329,0.2902727262928981,False
90-X-global-X-all_thrombolysis-factor_production,8.831604388078042e-05,0.000747171677718,0.0282047742650877,0.0,79.79071466893731,11749.353943436385,global,1.7009221477146514,0.3292474704844641,16.064795768439637,0.23107600959104807,0.19326635540757878,False
91-X-global-X-all_amino-sugar-nucleotide-sugar_metabolism,0.0001919255660234,0.000424533698134,0.0415337237907627,0.0,6.268890366759719,78.15153533347723,global,2.1973304612961817,0.20818842888286182,18.888848075227713,0.16208806654544544,0.23633993332209063,False
92-X-global-X-all_cyclic-nucleotide_metabolism,9.360705253966123e-05,0.0002444323745009,0.0638747424105512,0.0,8.846597923833654,185.5974463912285,global,1.4123948072446741,0.43270172302361803,10.905965324713463,0.49847154380665887,0.1659221452043815,False
93-X-global-X-all_keratan-sulfate_synthesis,7.066802638241045e-05,0.0001407913644636,0.0733635692718381,0.0,3.6383856569724538,25.78825293579699,global,2.9125005368698598,0.10104432031544719,20.29716426682336,0.14585947382124523,0.2908864300326295,False
94-X-global-X-all_mitotic-spindle-component,0.0001594608838815,0.0005403252290153,0.0420894138463713,0.0,10.591783377013774,194.30766006039693,global,2.4535023113008587,0.1613701049034576,15.139582721128363,0.26531989766248043,0.256817053197193,False
95-X-global-X-all_chondroitine-sulfate_degradation,0.0003274062569918,0.00063098322925,0.0207226130922028,0.0,5.225288243692173,55.081816298414815,global,2.4944198791252408,0.15726981646946603,20.94717895974145,0.13838119870895896,0.25998652451644283,False
96-X-global-X-all_fructose-mannose_metabolism,6.205061130321531e-05,0.0001288778430305,0.0601716749170413,0.0,5.210242860673537,136.22697778380365,global,2.7033773474490164,0.1255424411523755,21.67771084337346,0.13308464387292296,0.27575979702061304,False
97-X-global-X-all_DNA-demethylation,0.0006073027814774,0.0014455930625953,0.0690341812350975,0.0,10.638656664833135,246.2152749725651,global,1.4758519768779148,0.4031376517862027,21.745885982956224,0.13304723528299983,0.17209391916477626,False
98-X-global-X-all_phosphoinositide_signaling,9.553893019648256e-05,0.0002401152247966,0.0413452392980825,0.0,7.885712781017134,134.58111685300753,global,1.1383242566259613,0.5486696575430735,8.491992359682627,0.6771738949462965,0.13817424771917955,False
99-X-global-X-all_autophagy-chaperone-mediated,0.0021238852071187,0.0031707361282557,0.0382939675335083,0.0,5.13458171774336,84.01624312801793,global,2.2288664606991775,0.1962283367729602,18.37488980311491,0.16900572480206624,0.23892146704950568,False
100-X-global-X-all_ascorbate-uptake,0.0001953102107113,0.0003689999877637,0.0938361608824814,0.0,7.277348461443291,146.49404992613216,global,2.777557930741723,0.11748115613919853,21.776079929474008,0.13304723528299983,0.28119884998064004,False
101-X-global-X-all_ketone-body_metabolism,5.0181522571332506e-05,0.0001167000645179,0.0710496376356569,0.0,7.2996961446113104,213.1063911405258,global,2.843645925748335,0.10807930199429522,18.70180722891564,0.16555433282019544,0.2859761848905867,False
102-X-global-X-all_hyaluronan_metabolism,0.0001015073209381,0.0002673493479251,0.0418163791907421,0.0,13.85115114312965,678.8123645919463,global,2.0379095308968305,0.23271282712886812,20.373934763444026,0.14585947382124523,0.2230170395106573,False
103-X-global-X-all_autophagic-cell-death,0.0002878318558651,0.0008980340655297,0.0227631018387591,0.0,8.620536099163454,128.9998519816943,global,2.3720920848905696,0.17412940361586784,18.94593006171027,0.16079095715910358,0.25042958447103975,False
104-X-global-X-all_GABA-shunt,0.0005355837477663,0.0009469231891594,0.0739193460870632,0.0,7.332166492578731,126.58028756995763,global,1.9377199925697817,0.2544041590444964,15.666470761093137,0.24284538152507712,0.21440363212877223,False
105-X-global-X-105,0.0004066487816617,0.0007057575356866,0.062350268706553,0.0,4.020777246299769,30.654959904962297,global,2.4767257952244934,0.1577701249910755,22.671980605348267,0.12400567084015329,0.2586192659352877,False
106-X-global-X-all_MHC-I-presentation,0.0027467876495403,0.0044527830454146,0.0082667450503343,0.0,5.496528682420976,62.94674008662028,global,2.107732304736911,0.21974863208094267,23.620922715251254,0.11877813023684015,0.2289089468481387,False
107-X-global-X-107,0.0006158529207726,0.0010503682366944,0.0233796118317089,0.0,5.6038112593129,77.66566492070619,global,1.7870432824245992,0.30167367786457056,14.628489568028158,0.2864209657014596,0.20108412051494487,False
108-X-global-X-all_apoptosis,0.0008426435140212,0.0017562729464096,0.0206200822778767,0.0,5.508121740466578,53.09582606382374,global,2.2907788400848217,0.187693930883742,19.724360858066404,0.15304348581335322,0.24393917470471818,False
109-X-global-X-all_autophagy-nucleus,0.000350493677782,0.0005579717821938,0.0174679385989707,0.0,3.714801337680194,27.83313254881964,global,3.2515843410751075,0.07850831979979715,24.876579488686446,0.11407459787495611,0.3141146547174246,False
110-X-global-X-all_ALA-ASP_metabolism,7.928518747719077e-05,0.0002948164900978,0.0613242633972996,0.0,82.35846722580688,16559.200716488347,global,2.1448815967370516,0.2178179713764241,18.069497502203888,0.17286033545629667,0.23200747076026154,False
111-X-global-X-111,0.0001683868081202,0.0005129062435936,0.0390479776571076,0.0,18.952592819734264,928.5748819516942,global,2.292623450701096,0.187693930883742,16.43990596532467,0.21876631248475834,0.24408765695062196,False
112-X-global-X-all_xenobiotics_metabolism,0.0001618189207728,0.0004637948900765,0.0812201458782178,0.0,11.482087846553023,258.012322024238,global,2.2494569801848368,0.19366228446836506,26.351454598883322,0.11407459787495611,0.24059760742814448,False
113-X-global-X-all_purine_synthesis,0.0004110160304916,0.0010547382770668,0.0470802078703651,0.0,20.46588217481836,1927.4677659260465,global,1.3505158280743745,0.45226500792537283,12.321848369086126,0.40353165900649957,0.15981460251073426,False
114-X-global-X-all_bile-acid_synthesis,0.0002087677355299,0.0003322361101421,0.0273750798199104,0.0,3.0425622684844806,17.346015949896433,global,4.210476024043856,0.031244421551880546,30.068983250073472,0.11407459787495611,0.3722633791091735,True
115-X-global-X-all_CoA_synthesis,0.0001403453910256,0.0003041623478847,0.0320523352192191,0.0,7.164755997558901,164.67479978985546,global,2.695744474623554,0.12707523140703303,20.54892741698501,0.1441200288383562,0.2751954669302611,False
116-X-global-X-all_multidrug-resistance,0.0008800146248093,0.0019525996756263,0.0520484477621763,0.0,6.039921153010278,64.03128646917024,global,2.396501033940363,0.17084096007461588,20.481193064942715,0.14456732926952823,0.252356212606654,False
117-X-global-X-all_osmotic-stress-response,0.0025347023080342,0.0032731500087351,0.0107278593161758,0.0,3.862154675114026,38.65682086562498,global,1.7267559313868568,0.3213039423191726,13.867029091977713,0.31605635072888644,0.1956274700251681,False
118-X-global-X-all_HIS_metabolism,0.001086494633651,0.0017426678006742,0.0359872509492661,0.0,5.404485143313907,57.721452961854936,global,1.745879395070514,0.31495623109534054,14.633558624742875,0.2864209657014596,0.19736640271666253,False
